No.,Tissue,Enriched_Gene_symbol,GO_BP,GO_MF,GO_CC,REACTOME,KEGG,BIOCARTA
2549,Testis,FAM71F2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2550,Testis,FAM9A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2551,Testis,FBXW10,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2552,Testis,FHL5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2553,Testis,GGTLC2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2554,Testis,GJA9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2555,Testis,HSD17B3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2556,Testis,HSF2BP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2557,Testis,KDM4D,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2558,Testis,LIPJ,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2559,Testis,MSH4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2560,Testis,NPIPB7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2561,Testis,OR4K1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2562,Testis,PAGE5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2563,Testis,PFN3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2564,Testis,PIWIL3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2565,Testis,PLAC8L1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2566,Testis,PSORS1C1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2567,Testis,RIMBP3B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2568,Testis,SH2D7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2569,Testis,SLC2A14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2570,Testis,SLC35G6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2571,Testis,SOHLH2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2572,Testis,SRRM5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2573,Testis,STKLD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2574,Testis,TBC1D29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2575,Testis,TEKT3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2576,Testis,TEX13C,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2577,Testis,TTC21A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2578,Testis,USP26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2579,Testis,ZNF541,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2580,Testis,AC106774.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2581,Testis,AC135068.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2582,Testis,AC233724.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2583,Testis,BPY2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2584,Testis,BPY2B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2585,Testis,BPY2C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2586,Testis,C10orf55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2587,Testis,C19orf67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2588,Testis,C2CD6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2589,Testis,CATSPERE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2590,Testis,CCDC180,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2591,Testis,CCDC183,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2592,Testis,CDRT15L2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2593,Testis,CIB4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2594,Testis,DDX20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2595,Testis,DDX43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2596,Testis,DPEP3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2597,Testis,FAM186A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2598,Testis,FANCD2OS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2599,Testis,FUZ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2600,Testis,GCSAML-AS1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2601,Testis,GDPD4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2602,Testis,GK3P,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2603,Testis,GOLGA8T,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2604,Testis,HORMAD2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2605,Testis,INSL6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2606,Testis,LCA5L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2607,Testis,Mar-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2608,Testis,NPIPB8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2609,Testis,OR13D1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2610,Testis,OR5V1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2611,Testis,OR6B2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2612,Testis,PIWIL2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2613,Testis,PKDREJ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2614,Testis,PPP1R32,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2615,Testis,PSMA8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2616,Testis,RBMY1J,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2617,Testis,RGPD4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2618,Testis,ROPN1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2619,Testis,SELENOV,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2620,Testis,SLC9C1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2621,Testis,SPATA24,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2622,Testis,SYCE2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2623,Testis,TBC1D3F,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2624,Testis,TEX29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2625,Testis,TMEM217,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2626,Testis,TUBB8P12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2627,Testis,XAGE1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2628,Testis,XAGE5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2629,Testis,ZBTB32,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2630,Testis,ZNF479,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2631,Testis,AC008162.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2632,Testis,AC022167.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2633,Testis,AC233724.15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2634,Testis,AL451007.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2635,Testis,AUNIP,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2636,Testis,BANF2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2637,Testis,C11orf71,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2638,Testis,C12orf42,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2639,Testis,C13orf42,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2640,Testis,C16orf92,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2641,Testis,C1orf146,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2642,Testis,CATSPER2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2643,Testis,CATSPERG,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2644,Testis,CBY3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2645,Testis,CCDC169,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2646,Testis,CCDC169-SOHLH2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2647,Testis,CCDC192,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2648,Testis,CCDC36,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2649,Testis,CCDC96,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2650,Testis,CCHCR1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2651,Testis,CHODL,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2652,Testis,CLEC12B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2653,Testis,CLPB,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2654,Testis,CST9L,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2655,Testis,CT45A6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2656,Testis,CT45A7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2657,Testis,CXorf58,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2658,Testis,DCUN1D1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2659,Testis,DNAJC5B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2660,Testis,DNHD1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2661,Testis,DUSP15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2662,Testis,EBLN1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2663,Testis,EFCAB8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2664,Testis,FAM209A,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2665,Testis,FAM229B,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2666,Testis,FER1L5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2667,Testis,FOXN4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2668,Testis,GOLGA6L22,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2669,Testis,GOLGA8K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2670,Testis,GORASP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2671,Testis,H2BFM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2672,Testis,HIPK4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2673,Testis,HSFX2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2674,Testis,HSFX3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2675,Testis,IL13,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2676,Testis,ISG20L2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2677,Testis,LDHAL6A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2678,Testis,LRRC27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2679,Testis,LRRC37A2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2680,Testis,LRRD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2681,Testis,LRRIQ3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2682,Testis,LRRIQ4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2683,Testis,MBD3L1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2684,Testis,MBD3L4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2685,Testis,MCMDC2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2686,Testis,MEIKIN,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2687,Testis,MOS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2688,Testis,MRGBP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2689,Testis,MYO1H,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2690,Testis,NACA2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2691,Testis,NOBOX,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2692,Testis,NOXRED1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2693,Thyroid Gland,ODF2,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2694,Thyroid Gland,OR10J1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2695,Thyroid Gland,OR4A16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2696,Thyroid Gland,OR4N2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2697,Thyroid Gland,OR51A7,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2698,Thyroid Gland,OR52E5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2699,Thyroid Gland,OR8B12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2700,Thyroid Gland,OR8D2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2701,Thyroid Gland,PJVK,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2702,Thyroid Gland,PNLDC1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2703,Thyroid Gland,POTEF,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2704,Thyroid Gland,PRAME,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2705,Thyroid Gland,QRICH2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2706,Thyroid Gland,RAD21L1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2707,Tongue,RAD9B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2708,Tongue,RFPL4B,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2709,Tongue,RNF32,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2710,Tongue,ROPN1B,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2711,Tongue,SMIM2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2712,Tongue,SPATA33,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2713,Tongue,TAAR2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2714,Tongue,TAF1L,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2715,Tongue,TBC1D26,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2716,Tongue,TDRD5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2717,Tongue,TDRD6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2718,Vagina,TERB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2719,Vagina,TEX22,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2720,Vagina,TEX28,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
,,TMEM210,,,,,,
,,TRIM36,,,,,,
,,TRIM69,,,,,,
,,TUBA3D,,,,,,
,,WBP2NL,,,,,,
,,AC171558.1,,,,,,
,,ADIG,,,,,,
,,ANKRD20A2,,,,,,
,,BEND2,,,,,,
,,BEND4,,,,,,
,,C13orf46,,,,,,
,,C19orf18,,,,,,
,,C6orf163,,,,,,
,,CDKN3,,,,,,
,,ERICH6,,,,,,
,,GCNA,,,,,,
,,GLIPR1L2,,,,,,
,,GOLGA6D,,,,,,
,,GOLGA6L1,,,,,,
,,GPHB5,,,,,,
,,H2AFB1,,,,,,
,,IFT122,,,,,,
,,INCA1,,,,,,
,,LIN28A,,,,,,
,,NPIPB9,,,,,,
,,PPP1R36,,,,,,
,,PRR19,,,,,,
,,SMIM9,,,,,,
,,SOX5,,,,,,
,,SPATA17,,,,,,
,,TCTE3,,,,,,
,,TDRD12,,,,,,
,,TDRD15,,,,,,
,,TSPY3,,,,,,
,,TTC29,,,,,,
,,TTLL10,,,,,,
,,ZC2HC1C,,,,,,
,,ZC3H11B,,,,,,
,,ZNF723,,,,,,
